sourceKind,sourceFile,uid,name,rowKey,category,contributionKind,runtimeReadiness,confidence,needsEncounterEvidence,targetScope,targetText,statDependencies,usesFinalStats,gameFileEvidence,runtimeEvidence,remainingEvidence,needsRuntimeOwnership,values,snippet,provenance
factor,FactorDescriptions.json,3053090,Marksman X9,factor:3053090:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste""]",true,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""damageEvent"",""finalCharacterStats"",""selectedFactorGradeItem""]","[""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":"""",""raw"":""1""}]",Each Haste increases Radiance Barrage hit count by 1; Radiance Barrage Illusion-Breaking DMG increases by .,"[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3053430,Marksman Reality Factor X4,factor:3053430:1,flatCooldownReduce,flatReduceMs,activeBuffOrAttrCandidate,high,false,unknown,its remaining,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""selectedFactorGradeItem""]","[""targetSkillScopeMapping""]",true,[],"If Powerdraw is on CD, reduces its remaining CD by .","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3054450,Shield Knight Reality Factor X6,factor:3054450:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,unknown,the Ultimate is reduced,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""illusionEnergyTracker"",""selectedFactorGradeItem""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":""seconds"",""raw"":""1s""}]","When Illusion Energy reaches points, the remaining CD of the Ultimate is reduced by 1s.","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3055380,Heavy Guardian Reality Factor X3,factor:3055380:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""illusionEnergyTracker"",""selectedFactorGradeItem""]","[""runtimeIdBridge""]",true,"[{""value"":1,""unit"":""seconds"",""raw"":""1s""}]","When Illusion Energy reaches points, the remaining CDs of Stoneform and Brave Bastion are reduced by 1s.","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3056120,Verdant Oracle Rhapsody X1,factor:3056120:1,cooldownTextUnclassified,evidence,textOnly,medium,false,classSkill,,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""killEvent"",""selectedFactorGradeItem""]","[""runtimeIdBridge""]",true,[],"While Regen Pulse is equipped, Regen Pulse is triggered whenever a non-basic attack Class Skill enters CD (can be triggered at most once each time).","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3056380,Verdant Oracle Reality Factor X1,factor:3056380:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,unknown,Nature Ward,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""illusionEnergyTracker"",""selectedFactorGradeItem""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":""seconds"",""raw"":""1s""}]","When Illusion Energy reaches points, grants Energy and reduces the remaining CD of Nature Ward by 1s.","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3056430,Verdant Oracle Reality Factor X6,factor:3056430:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,unknown,Grove Wish is reduced,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""illusionEnergyTracker"",""selectedFactorGradeItem""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":1,""unit"":""seconds"",""raw"":""1s""}]","When Illusion Energy reaches points, the remaining CD of Grove Wish is reduced by 1s.","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3058060,Polarity X6,factor:3058060:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste"",""lucky""]",true,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""finalCharacterStats"",""selectedFactorGradeItem""]","[""targetSkillScopeMapping""]",true,[],"Luck gained in any way +, but Haste gained in any way –","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3058080,Polarity X8,factor:3058080:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste"",""crit""]",true,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""damageEventCritFlag"",""finalCharacterStats"",""selectedFactorGradeItem""]","[""targetSkillScopeMapping""]",true,[],"Haste gained in any way +, but Crit gained in any way –","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3059110,Stormblade Stasis X2,factor:3059110:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""selectedFactorGradeItem""]","[""runtimeIdBridge""]",true,"[{""value"":1,""unit"":"""",""raw"":""+1""}]",True Sight charge count +1; CD −,"[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3059120,Wind Knight Stasis X1,factor:3059120:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""selectedFactorGradeItem""]","[""runtimeIdBridge""]",true,"[{""value"":1,""unit"":"""",""raw"":""+1""}]",Aegis Gale charge count +1; CD −,"[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3059150,Frost Mage Stasis X2,factor:3059150:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""selectedFactorGradeItem""]","[""runtimeIdBridge""]",true,"[{""value"":1,""unit"":"""",""raw"":""+1""}]",Frost Shelter charge count +1; CD −,"[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3059170,Marksman Stasis X2,factor:3059170:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""selectedFactorGradeItem""]","[""runtimeIdBridge""]",true,[],"During Deter Shot, Magic DMG Resistance +; Deter Shot CD −","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3059180,Shield Knight Stasis X1,factor:3059180:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""selectedFactorGradeItem"",""skillCastEvent""]","[""runtimeIdBridge""]",true,[],"Aegis Ward and Radiance CD −; After casting Aegis Ward or Radiance, the next Judgment costs no Holy Energy","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
factor,FactorDescriptions.json,3060450,Flame Vanguard Reality Factor X6,factor:3060450:1,flatCooldownReduce,flatReduceMs,eventEvidenceRequired,high,true,unknown,the Ultimate is reduced,[],false,"[""factorDefinition"",""factorGradeRows"",""localizedDescription""]","[""illusionEnergyTracker"",""selectedFactorGradeItem""]","[""controlledEncounterTriggerProof"",""targetSkillScopeMapping""]",true,"[{""value"":0.5,""unit"":""seconds"",""raw"":""0.5s""}]","When Illusion Energy reaches points, the remaining CD of the Ultimate is reduced by 0.5s.","[{""sourceFile"":""SeasonPhantomFactors.json""},{""sourceFile"":""SeasonPhantomFactors.json""}]"
itemOrEquipment,ItemDescriptions.json,1010001,Recovery Potion,itemOrEquipment:1010001:1,itemUseCooldown,itemCooldown,notCombatSkillModifier,high,false,unknown,,[],false,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId""]","[""targetSkillScopeMapping""]",true,"[{""value"":30,""unit"":""seconds"",""raw"":""30s""}]","Essential combat medicine for adventurers, restores HP when used, CD: 30s.","[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,1015202,Creation Core - Haste,itemOrEquipment:1015202:1,hasteStat,hasteEvidence,attrOrBuffEvidence,medium,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],Integrating it into crafting boosts the finished gear's Haste.,"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,1101208,Energizing Incense,itemOrEquipment:1101208:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId""]","[""runtimeIdBridge""]",true,"[{""value"":300,""unit"":"""",""raw"":""300""}]","Can only be used in the Slumberdream Valley, with a 300-second CD after usage.","[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,1101209,Mistmoon Incense,itemOrEquipment:1101209:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId""]","[""runtimeIdBridge""]",true,"[{""value"":300,""unit"":"""",""raw"":""300""}]","Can only be used in the Slumberdream Valley, with a 300-second CD after usage.","[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,1101210,Cleansing Incense,itemOrEquipment:1101210:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId""]","[""runtimeIdBridge""]",true,"[{""value"":300,""unit"":"""",""raw"":""300""}]","Can only be used in the Slumberdream Valley, with a 300-second CD after usage.","[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,1101218,Phase Lens - Luminescence,itemOrEquipment:1101218:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""skillCastEvent""]","[""runtimeIdBridge""]",true,"[{""value"":300,""unit"":"""",""raw"":""300""}]",A 300-second CD will apply after using the lens.,"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,1101219,Phase Lens - Radiance,itemOrEquipment:1101219:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""skillCastEvent""]","[""runtimeIdBridge""]",true,"[{""value"":300,""unit"":"""",""raw"":""300""}]",A 300-second CD will apply after using the lens.,"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,1101220,Phase Lens - Brilliance,itemOrEquipment:1101220:1,cooldownTextUnclassified,evidence,textOnly,medium,false,unknown,,[],false,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""skillCastEvent""]","[""runtimeIdBridge""]",true,"[{""value"":300,""unit"":"""",""raw"":""300""}]",A 300-second CD will apply after using the lens.,"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010813,Lethal Highland Facehelm,itemOrEquipment:2010813:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010814,Lethal Highland Facehelm,itemOrEquipment:2010814:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010815,Fortune Highland Facehelm,itemOrEquipment:2010815:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010816,Fortune Highland Facehelm,itemOrEquipment:2010816:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010817,Dominion Highland Facehelm,itemOrEquipment:2010817:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010818,Dominion Highland Facehelm,itemOrEquipment:2010818:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010819,Peerless Highland Facehelm,itemOrEquipment:2010819:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010820,Peerless Highland Facehelm,itemOrEquipment:2010820:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010821,Peerless Highland Facehelm,itemOrEquipment:2010821:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010822,Lethal Highland Facehelm,itemOrEquipment:2010822:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010823,Fortune Highland Facehelm,itemOrEquipment:2010823:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010824,Dominion Highland Facehelm,itemOrEquipment:2010824:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2010838,Wane Highland Face Guard,itemOrEquipment:2010838:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2060801,Peerless Blazeheart Necklace,itemOrEquipment:2060801:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2060802,Peerless Blazeheart Necklace,itemOrEquipment:2060802:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2060803,Peerless Blazeheart Necklace,itemOrEquipment:2060803:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2060804,Lethal Blazeheart Necklace,itemOrEquipment:2060804:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2060805,Dominion Blazeheart Necklace,itemOrEquipment:2060805:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2060806,Fortune Blazeheart Necklace,itemOrEquipment:2060806:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2060807,Lethal Blazeheart Necklace,itemOrEquipment:2060807:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2060808,Lethal Blazeheart Necklace,itemOrEquipment:2060808:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
itemOrEquipment,ItemDescriptions.json,2060809,Fortune Blazeheart Necklace,itemOrEquipment:2060809:1,hasteExcluded,notModifier,notCombatSkillModifier,high,false,unknown,,"[""haste""]",true,"[""itemDefinition"",""localizedDescription""]","[""equippedItemConfigId"",""finalCharacterStats""]","[""targetSkillScopeMapping""]",true,[],[This gear's advanced attributes will not include Haste.],"[{""sourceFile"":""ItemDescriptionSources.json""}]"
